Unnamed: 0,periodStartUnix,liquidity,open,high,low,close,feeGrowthGlobal0X128,feeGrowthGlobal1X128,pool.totalValueLockedUSD,pool.totalValueLockedToken0,pool.totalValueLockedToken1,pool.token0.decimals,pool.token1.decimals,note
1089,1631696400,5879304296651,2.11702694206e-05,2.11899915891e-05,2.11702694206e-05,2.11899915891e-05,654244224124209098496759337585118253,251693072161640121660609113554742635953,68933741.36238897,1157.50697069,35058831.559686,8,6,
1090,1631700000,5937326976271,2.11830460189e-05,2.11830460189e-05,2.10391318438e-05,2.10391318438e-05,654254580523921166760787708348579470,251766776555272731799300137018103965426,68933741.36238897,1157.50697069,35058831.559686,8,6,
1091,1631703600,5937326976271,2.10391318438e-05,2.10391318438e-05,2.10391318438e-05,2.10391318438e-05,654254580523921166760787708348579470,251766776555272731799300137018103965426,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1092,1631707200,5937326976271,2.10360806615e-05,2.10360806615e-05,2.10360806615e-05,2.10360806615e-05,654254580523921166760787708348579470,251772676965101330529993456932883032663,68933741.36238897,1157.50697069,35058831.559686,8,6,
1093,1631710800,5949830749380,2.10366341577e-05,2.10366341577e-05,2.09270473829e-05,2.09270473829e-05,654255198351426720715541324743737876,251818471695636670908822004682287042844,68933741.36238897,1157.50697069,35058831.559686,8,6,
1094,1631714400,5949830749380,2.08931282187e-05,2.09149548429e-05,2.08931282187e-05,2.09149548429e-05,654255198351426720715541324743737876,251850832570620150184874035902820380143,68933741.36238897,1157.50697069,35058831.559686,8,6,
1095,1631718000,5957006536610,2.08724206488e-05,2.08724206488e-05,2.07704393449e-05,2.07704393449e-05,654279638698139571318392497008618353,251924939481372897979069916599248634124,68933741.36238897,1157.50697069,35058831.559686,8,6,
1096,1631721600,5954523500794,2.07701941481e-05,2.07701941481e-05,2.07016479e-05,2.07016479e-05,654279638698139571318392497008618353,251965243685209610964348683894005869356,68933741.36238897,1157.50697069,35058831.559686,8,6,
1097,1631725200,5957006536610,2.07149807167e-05,2.07262578759e-05,2.07149793942e-05,2.07262578759e-05,654294638532038298639209767372112728,251965884905454129798422991939748220057,68933741.36238897,1157.50697069,35058831.559686,8,6,
1098,1631728800,5957006536610,2.0773998761e-05,2.08221394101e-05,2.0773998761e-05,2.08221394101e-05,654415021698618218795952339902601319,251965884905454129798422991939748220057,68933741.36238897,1157.50697069,35058831.559686,8,6,
1099,1631732400,5963634150629,2.08756226252e-05,2.08756226252e-05,2.05537214789e-05,2.07969944745e-05,654920726986133106260085824340643288,252244576622169832031721582858887537048,68933741.36238897,1157.50697069,35058831.559686,8,6,
1100,1631736000,5952746090848,2.08261119311e-05,2.11086046745e-05,2.0745499464e-05,2.08296583437e-05,655431700037371887742866478573118075,252468519647643276708883509824925730604,68933741.36238897,1157.50697069,35058831.559686,8,6,
1101,1631739600,5896395955248,2.08296583437e-05,2.08296583437e-05,2.07742989121e-05,2.07742989121e-05,655469455899188159524967963275112630,252497163259916478562781861220694562550,68933741.36238897,1157.50697069,35058831.559686,8,6,
1102,1631743200,5896395955248,2.07585963487e-05,2.07585963487e-05,2.07585963487e-05,2.07585963487e-05,655469455899188159524967963275112630,252498392086499162098333738763832591337,68933741.36238897,1157.50697069,35058831.559686,8,6,
1103,1631746800,5896395955248,2.07478611078e-05,2.07478611078e-05,2.06878209492e-05,2.07241491097e-05,655491123442112812657774199851832303,252545296090427493275124879288410710681,68933741.36238897,1157.50697069,35058831.559686,8,6,
1104,1631750400,5896395955248,2.07322160344e-05,2.082284057e-05,2.07322160344e-05,2.082284057e-05,655585853201386372552725029684503680,252545296090427493275124879288410710681,68933741.36238897,1157.50697069,35058831.559686,8,6,
1105,1631754000,5848956739290,2.082284057e-05,2.082284057e-05,2.082284057e-05,2.082284057e-05,655621185020096724073303855488961580,252545296090427493275124879288410710681,68933741.36238897,1157.50697069,35058831.559686,8,6,
1106,1631757600,5933831830954,2.08135102242e-05,2.08384612066e-05,2.08135102242e-05,2.08384612066e-05,655621185020096724073303855488961580,252550324947642545335865296946060652257,68933741.36238897,1157.50697069,35058831.559686,8,6,
1107,1631761200,5847065567970,2.08383812918e-05,2.11195348785e-05,2.08383812918e-05,2.10517370238e-05,655963436784680113396343493718741749,252582724725516298877455258308641206654,68933741.36238897,1157.50697069,35058831.559686,8,6,
1108,1631764800,5814472355204,2.10024472469e-05,2.10024472469e-05,2.05745036243e-05,2.06214827694e-05,656083490813144819455533538599115237,252867241316468320865362129250927016839,68933741.36238897,1157.50697069,35058831.559686,8,6,
1109,1631768400,5814472355204,2.06234010476e-05,2.0682870262e-05,2.06234010476e-05,2.06487193522e-05,656152647322262844622576992788717927,252896391378459016877478289782861793885,68933741.36238897,1157.50697069,35058831.559686,8,6,
1110,1631772000,5814472355204,2.0644860856e-05,2.06518822794e-05,2.0644860856e-05,2.06518822794e-05,656156283260590617845507586084166260,252898496973356009285986063246511456814,68933741.36238897,1157.50697069,35058831.559686,8,6,
1111,1631775600,5814472355204,2.06518588161e-05,2.06518788738e-05,2.06518588161e-05,2.06518788738e-05,656164194036594675434085957953945385,252898509772645476793630729298470118483,68933741.36238897,1157.50697069,35058831.559686,8,6,
1112,1631779200,5816955391020,2.06522293796e-05,2.07223550705e-05,2.06522293796e-05,2.07223550705e-05,656230386338329528541165554455960224,252898509772645476793630729298470118483,68933741.36238897,1157.50697069,35058831.559686,8,6,
1113,1631782800,5817068763925,2.07235304241e-05,2.07911827034e-05,2.07235304241e-05,2.07911827034e-05,656260374763609795226249114028410629,252898509772645476793630729298470118483,68933741.36238897,1157.50697069,35058831.559686,8,6,
1114,1631786400,5859724193182,2.08266008961e-05,2.09212308314e-05,2.08266008961e-05,2.08714278983e-05,656466676397099328003118120853855997,252898509772645476793630729298470118483,68933741.36238897,1157.50697069,35058831.559686,8,6,
1115,1631790000,5859724193182,2.08689453923e-05,2.08694919092e-05,2.08688173356e-05,2.08688173356e-05,656467288876118065953263266517208921,252926897331735018220045306921206561849,68933741.36238897,1157.50697069,35058831.559686,8,6,
1116,1631793600,5817068763925,2.08297087259e-05,2.08300627774e-05,2.08214678819e-05,2.08214678819e-05,656467686072260171410739267263844612,252949842906758080596267796198272549344,68933741.36238897,1157.50697069,35058831.559686,8,6,
1117,1631797200,5846952174120,2.08214678819e-05,2.10675571204e-05,2.08214678819e-05,2.10675571204e-05,656646056169752977089028624165107502,252952558854421574848005306776371913949,68933741.36238897,1157.50697069,35058831.559686,8,6,
1118,1631800800,5846952174120,2.10360075765e-05,2.10961178911e-05,2.10360075765e-05,2.10372691286e-05,656810028275764750060412100820086517,252973633874543895973552318322662415231,68933741.36238897,1157.50697069,35058831.559686,8,6,
1119,1631804400,5816832128129,2.10364464941e-05,2.10364464941e-05,2.08218292507e-05,2.08222549397e-05,656810028275764750060412100820086517,253115633576481483895793835383731897353,68933741.36238897,1157.50697069,35058831.559686,8,6,
1120,1631808000,5816832128129,2.08221765755e-05,2.08297125081e-05,2.08221765755e-05,2.08297125081e-05,656817882081389926000086075230910050,253115675800851025139379287871672769934,68933741.36238897,1157.50697069,35058831.559686,8,6,
1121,1631811600,5846952174120,2.08189819514e-05,2.10277365562e-05,2.08189807761e-05,2.10254988927e-05,657052606963308068524391701530877797,253121457404484481071846225326089243973,68933741.36238897,1157.50697069,35058831.559686,8,6,
1122,1631815200,5846952174120,2.10254988927e-05,2.10254988927e-05,2.10254988927e-05,2.10254988927e-05,657052606963308068524391701530877797,253121457404484481071846225326089243973,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1123,1631818800,5846952174120,2.10151459166e-05,2.10167046336e-05,2.10151459166e-05,2.10167046336e-05,657052606963308068524391701530877797,253128145302366144361273040982325530348,68933741.36238897,1157.50697069,35058831.559686,8,6,
1124,1631822400,5899751141914,2.10460404611e-05,2.12313456865e-05,2.10460404611e-05,2.12313456865e-05,657291917610903512259090936594820017,253128145302366144361273040982325530348,68933741.36238897,1157.50697069,35058831.559686,8,6,
1125,1631826000,5883493015896,2.12313456865e-05,2.12313456865e-05,2.10612026548e-05,2.10626471741e-05,657293437929760005437660347091598266,253217723705932051991922159706165110623,68933741.36238897,1157.50697069,35058831.559686,8,6,
1126,1631829600,5883493015896,2.10136496964e-05,2.10136496964e-05,2.10005970145e-05,2.10005970145e-05,657295049378482989487878212920800250,253243719217321869453392975799502168095,68933741.36238897,1157.50697069,35058831.559686,8,6,
1127,1631833200,5895996789005,2.09517765502e-05,2.09517765502e-05,2.09517765502e-05,2.09517765502e-05,657295049378482989487878212920800250,253250659632466442205749012677839620007,68933741.36238897,1157.50697069,35058831.559686,8,6,
1128,1631836800,5883493015896,2.10460652822e-05,2.10460652822e-05,2.10460652822e-05,2.10460652822e-05,657295049378482989487878212920800250,253276676080752211862536287869219277232,68933741.36238897,1157.50697069,35058831.559686,8,6,
1129,1631840400,5895996789005,2.09944415901e-05,2.09944415901e-05,2.08419264988e-05,2.08419264988e-05,657400390347850200192175799449786520,253383850303177825437567744950219825478,68933741.36238897,1157.50697069,35058831.559686,8,6,
1130,1631844000,5895996789005,2.08420878797e-05,2.08865792309e-05,2.08420878797e-05,2.08865792309e-05,657438838236263808469035910190231052,253385714161785253308069634797235693111,68933741.36238897,1157.50697069,35058831.559686,8,6,
1131,1631847600,5895996789005,2.08934742127e-05,2.08934742127e-05,2.08934742127e-05,2.08934742127e-05,657450437912105413955144321691613932,253385714161785253308069634797235693111,68933741.36238897,1157.50697069,35058831.559686,8,6,
1132,1631851200,5903172576235,2.08584173955e-05,2.08642837275e-05,2.08317992535e-05,2.08317992535e-05,657464736762710112236109653804468685,253404530667616191869267070692448911381,68933741.36238897,1157.50697069,35058831.559686,8,6,
1133,1631854800,5903172576235,2.08317377813e-05,2.08317377813e-05,2.08317377813e-05,2.08317377813e-05,657464736762710112236109653804468685,253422001502453547710620639931079859649,68933741.36238897,1157.50697069,35058831.559686,8,6,
1134,1631858400,5895996789005,2.08385958603e-05,2.08386829265e-05,2.08385958603e-05,2.08386829265e-05,657472428819279877181921858724163160,253422034602261433838824050010017878254,68933741.36238897,1157.50697069,35058831.559686,8,6,
1135,1631862000,5895996789005,2.08157577091e-05,2.09076780401e-05,2.08157577091e-05,2.09076780401e-05,657516679719214652526539333662319306,253434382758795680006539340591153070316,68933741.36238897,1157.50697069,35058831.559686,8,6,
1136,1631865600,5895996789005,2.09076812829e-05,2.09077041643e-05,2.09076812829e-05,2.09077041643e-05,657575562221288652812974590939314481,253434382758795680006539340591153070316,68933741.36238897,1157.50697069,35058831.559686,8,6,
1137,1631869200,5814527675114,2.09077041643e-05,2.09081168556e-05,2.09077041643e-05,2.09081168556e-05,657575587846365517617989055375499340,253434382758795680006539340591153070316,68933741.36238897,1157.50697069,35058831.559686,8,6,
1138,1631872800,5825194099978,2.09529846129e-05,2.1065947355e-05,2.09529846129e-05,2.1065947355e-05,657748470963833690719536034878996950,253436891686208825976488545635004675489,68933741.36238897,1157.50697069,35058831.559686,8,6,
1139,1631876400,5825194099978,2.10048835827e-05,2.10617765853e-05,2.10048835827e-05,2.10617765853e-05,657820547903275094484768593246358358,253469295274604025561878556088348801006,68933741.36238897,1157.50697069,35058831.559686,8,6,
1140,1631880000,5825194099978,2.10833318852e-05,2.11212006251e-05,2.10833318852e-05,2.11145434555e-05,657887458038906149036772583023474203,253469295274604025561878556088348801006,68933741.36238897,1157.50697069,35058831.559686,8,6,
1141,1631883600,5825194099978,2.11145434555e-05,2.11145434555e-05,2.11145434555e-05,2.11145434555e-05,657887458038906149036772583023474203,253469295274604025561878556088348801006,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1142,1631887200,5825194099978,2.10944024441e-05,2.10944024441e-05,2.10488615587e-05,2.10526714718e-05,657888235025163556750654630201156892,253507546722398251056831139093801681678,68933741.36238897,1157.50697069,35058831.559686,8,6,
1143,1631890800,5825194099978,2.10526714718e-05,2.10526714718e-05,2.10526714718e-05,2.10526714718e-05,657888235025163556750654630201156892,253507546722398251056831139093801681678,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1144,1631894400,5825194099978,2.10400426202e-05,2.10400426202e-05,2.10319703109e-05,2.10319706548e-05,657891709294591368477828132636513478,253518526406797382913716644660363277762,68933741.36238897,1157.50697069,35058831.559686,8,6,
1145,1631898000,5825194099978,2.10290819842e-05,2.11550719094e-05,2.10284333238e-05,2.1151741595e-05,658032880938874282871754171669179555,253520404192789164580358681117415655429,68933741.36238897,1157.50697069,35058831.559686,8,6,
1146,1631901600,5819241031825,2.11681456489e-05,2.12824137886e-05,2.11681456489e-05,2.12103166013e-05,658178117843237746905895874142695510,253522156661605210848794243505994009482,68933741.36238897,1157.50697069,35058831.559686,8,6,
1147,1631905200,5819241031825,2.12270064335e-05,2.12270064335e-05,2.11293243539e-05,2.11295757744e-05,658271190418637462281453011894416728,253611158848163599719643696407149520805,68933741.36238897,1157.50697069,35058831.559686,8,6,
1148,1631908800,5819119367192,2.11084871155e-05,2.11828248083e-05,2.11084871155e-05,2.11815799941e-05,658353953181775063794406437975709832,253657364894532418324472222875744254238,68933741.36238897,1157.50697069,35058831.559686,8,6,
1149,1631912400,5839060811207,2.12216429255e-05,2.12824213477e-05,2.12216429255e-05,2.12334743892e-05,658465994842701347952041836446490731,253658270516751819188227168977010777413,68933741.36238897,1157.50697069,35058831.559686,8,6,
1150,1631916000,5839060811207,2.11990351055e-05,2.12238655168e-05,2.11036223198e-05,2.12238655168e-05,658544969241695553742967271389720003,253752213380981572341868886610038810044,68933741.36238897,1157.50697069,35058831.559686,8,6,
1151,1631919600,5839060811207,2.12238655168e-05,2.12238655168e-05,2.12238655168e-05,2.12238655168e-05,658544969241695553742967271389720003,253752213380981572341868886610038810044,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1152,1631923200,5865026125351,2.12121905766e-05,2.12165116299e-05,2.11605994256e-05,2.11605994256e-05,658635417176719436258166573485814021,253772491137577299390366400796712941694,68933741.36238897,1157.50697069,35058831.559686,8,6,
1153,1631926800,5865026125351,2.11527100246e-05,2.11527100246e-05,2.1067637167e-05,2.1067637167e-05,658635417176719436258166573485814021,253833489377845009472293305012223164264,68933741.36238897,1157.50697069,35058831.559686,8,6,
1154,1631930400,5884829742373,2.10287478443e-05,2.10287478443e-05,2.09788153956e-05,2.09795861296e-05,658636161501193347695629680901774455,253898423647128251216099043466627842928,68933741.36238897,1157.50697069,35058831.559686,8,6,
1155,1631934000,5897333515482,2.09764592651e-05,2.09764592651e-05,2.090018856e-05,2.090018856e-05,658637023015834671998059419208631631,253940755109383571402948916719837804906,68933741.36238897,1157.50697069,35058831.559686,8,6,
1156,1631937600,5904520145914,2.08767236902e-05,2.08767236902e-05,2.07604542353e-05,2.07604542353e-05,658637365804610957962893007092985765,254016257842228042843877995802812390650,68933741.36238897,1157.50697069,35058831.559686,8,6,
1157,1631941200,6003066813358,2.07604542353e-05,2.07604542353e-05,2.0589364264e-05,2.0589364264e-05,658637365804610957962893007092985765,254086522186116639492860121121695582276,68933741.36238897,1157.50697069,35058831.559686,8,6,
1158,1631944800,5896537559087,2.05752011679e-05,2.05755073161e-05,2.0560181422e-05,2.05737400011e-05,658654666685246614487331871222025977,254126411205889221288785806726736067183,68933741.36238897,1157.50697069,35058831.559686,8,6,
1159,1631948400,5937116118791,2.05737400011e-05,2.05852417675e-05,2.0568059181e-05,2.0568059181e-05,658667646926889645375153270228346115,254134847130641894757946183845714495027,68933741.36238897,1157.50697069,35058831.559686,8,6,
1160,1631952000,5937116118791,2.05617852661e-05,2.05617852661e-05,2.05617852661e-05,2.05617852661e-05,658667646926889645375153270228346115,254135835788281832642603511363391653458,68933741.36238897,1157.50697069,35058831.559686,8,6,
1161,1631955600,5845502166606,2.05617852661e-05,2.05619451714e-05,2.05617852661e-05,2.05619451714e-05,658667740183608447321423368376605260,254139279950309595716246973456764344101,68933741.36238897,1157.50697069,35058831.559686,8,6,
1162,1631959200,5845502166606,2.05619451714e-05,2.05619451714e-05,2.05619451714e-05,2.05619451714e-05,658667740183608447321423368376605260,254139279950309595716246973456764344101,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1163,1631962800,6104087628055,2.05596574458e-05,2.06069214156e-05,2.05596574458e-05,2.06069214156e-05,658720980703086196755449410931343464,254140536209996834282733270048511360939,68933741.36238897,1157.50697069,35058831.559686,8,6,
1164,1631966400,6104087628055,2.06537352601e-05,2.06985161677e-05,2.06197256651e-05,2.06449040195e-05,658824347514025152028883394019213101,254183494070928868670617909697780277479,68933741.36238897,1157.50697069,35058831.559686,8,6,
1165,1631970000,6104087628055,2.06449040195e-05,2.06449040195e-05,2.06449040195e-05,2.06449040195e-05,658824347514025152028883394019213101,254183494070928868670617909697780277479,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1166,1631973600,6104087628055,2.06449040195e-05,2.06449040195e-05,2.06449040195e-05,2.06449040195e-05,658852726009358893322094762811391555,254183494070928868670617909697780277479,68933741.36238897,1157.50697069,35058831.559686,8,6,
1167,1631977200,6104087628055,2.06449040195e-05,2.06449040195e-05,2.06449040195e-05,2.06449040195e-05,658852726009358893322094762811391555,254183494070928868670617909697780277479,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1168,1631980800,6104640793554,2.06911347412e-05,2.0765862252e-05,2.06911347412e-05,2.0765862252e-05,658904787530933706116068092185535098,254183494070928868670617909697780277479,68933741.36238897,1157.50697069,35058831.559686,8,6,
1169,1631984400,6104640793554,2.07405021985e-05,2.07405021985e-05,2.07367636587e-05,2.07367636587e-05,658988817218581666184715909767703023,254199253457369796857123442501716959423,68933741.36238897,1157.50697069,35058831.559686,8,6,
1170,1631988000,6104640793554,2.0729536447e-05,2.0729536447e-05,2.0729536447e-05,2.0729536447e-05,658988817218581666184715909767703023,254199253457369796857123442501716959423,68933741.36238897,1157.50697069,35058831.559686,8,6,
1171,1631991600,6104640793554,2.0729536447e-05,2.0729536447e-05,2.0729536447e-05,2.0729536447e-05,658988817218581666184715909767703023,254199253457369796857123442501716959423,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1172,1631995200,6097465006324,2.07719230886e-05,2.0848186484e-05,2.07719230886e-05,2.08382798178e-05,659122043265867551110021910552099196,254203172756390748602168606667515157580,68933741.36238897,1157.50697069,35058831.559686,8,6,
1173,1631998800,5967175344638,2.08367245172e-05,2.08367245172e-05,2.08358609167e-05,2.08358609167e-05,659122043265867551110021910552099196,254209339720050170353693756588929305291,68933741.36238897,1157.50697069,35058831.559686,8,6,
1174,1632002400,5967175344638,2.08358609167e-05,2.08358609167e-05,2.08358609167e-05,2.08358609167e-05,659122043265867551110021910552099196,254209339720050170353693756588929305291,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1175,1632006000,5974351131868,2.07798533589e-05,2.07798533589e-05,2.07453839781e-05,2.07453839781e-05,659122043265867551110021910552099196,254240013943206731839625584145058704989,68933741.36238897,1157.50697069,35058831.559686,8,6,
1176,1632009600,5974351131868,2.07256891179e-05,2.07888281445e-05,2.07255788969e-05,2.07888281445e-05,659193105358284689584425612034075876,254269405265127036014432305163791629623,68933741.36238897,1157.50697069,35058831.559686,8,6,
1177,1632013200,5967175344638,2.07952075442e-05,2.09312880727e-05,2.07952075442e-05,2.09312880727e-05,659320475352991284270064954717462942,254279736209885972482360694929823124013,68933741.36238897,1157.50697069,35058831.559686,8,6,
1178,1632016800,5967175344638,2.0946578993e-05,2.0946578993e-05,2.08763640513e-05,2.08763640513e-05,659391446691236271872176055137898705,254315616878486872815627600362726658724,68933741.36238897,1157.50697069,35058831.559686,8,6,
1179,1632020400,5967175344638,2.08763640513e-05,2.08763640513e-05,2.08763640513e-05,2.08763640513e-05,659391446691236271872176055137898705,254315616878486872815627600362726658724,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1180,1632024000,5967175344638,2.08747188329e-05,2.08747188329e-05,2.08747188329e-05,2.08747188329e-05,659391446691236271872176055137898705,254317327649566660391910861792651589760,68933741.36238897,1157.50697069,35058831.559686,8,6,
1181,1632027600,5967175344638,2.08747188329e-05,2.08747188329e-05,2.08747188329e-05,2.08747188329e-05,659391446691236271872176055137898705,254317327649566660391910861792651589760,68933741.36238897,1157.50697069,35058831.559686,8,6,Data Interpolation
1182,1632031200,5974351131868,2.08747579781e-05,2.08747579781e-05,2.08350970046e-05,2.08350970046e-05,659391490601027319753300658847933444,254334586701846261374913040902711636233,68933741.36238897,1157.50697069,35058831.559686,8,6,
1183,1632034800,5974351131868,2.08318081442e-05,2.08318081442e-05,2.08058561757e-05,2.08058561757e-05,659391490601027319753300658847933444,254341301358428382643785643687165455592,68933741.36238897,1157.50697069,35058831.559686,8,6,
1184,1632038400,5974351131868,2.08027581714e-05,2.08027581714e-05,2.07694445847e-05,2.07694445847e-05,659391490601027319753300658847933444,254371539145868427081665461854844864163,68933741.36238897,1157.50697069,35058831.559686,8,6,
1185,1632042000,5968929876217,2.07694445847e-05,2.07694445847e-05,2.07694445847e-05,2.07694445847e-05,659391490601027319753300658847933444,254374956578417101625976498763663594599,68933741.36238897,1157.50697069,35058831.559686,8,6,
1186,1632045600,5968929876217,2.07996241422e-05,2.08314559349e-05,2.07996241422e-05,2.08314559349e-05,659459268359113766939917172658885111,254374956578417101625976498763663594599,68933741.36238897,1157.50697069,35058831.559686,8,6,
1187,1632049200,6010608699425,2.08359847912e-05,2.10944396157e-05,2.08359847912e-05,2.10944396157e-05,659690615648053280135839365498542826,254374956578417101625976498763663594599,68933741.36238897,1157.50697069,35058831.559686,8,6,
1188,1632052800,6010608699425,2.10945896026e-05,2.11900834828e-05,2.10945896026e-05,2.11900834828e-05,659885450204436624027662406691531034,254386205735974361448585881624311636314,68933741.36238897,1157.50697069,35058831.559686,8,6,
1189,1632056400,6009917398089,2.11781072401e-05,2.11781072401e-05,2.11465633954e-05,2.11465633954e-05,659885450204436624027662406691531034,254392494152104100715713732469281597799,68933741.36238897,1157.50697069,35058831.559686,8,6,
1190,1632060000,6009917398089,2.11159083902e-05,2.11159083902e-05,2.10403670825e-05,2.10403670825e-05,659885450204436624027662406691531034,254443228925719563128246212693111046398,68933741.36238897,1157.50697069,35058831.559686,8,6,
1191,1632063600,6009917398089,2.10482696478e-05,2.10482696478e-05,2.09754765024e-05,2.09754765024e-05,659894269583987152774221214557513665,254484788119876662919454703096269626593,68933741.36238897,1157.50697069,35058831.559686,8,6,
1192,1632067200,6009917398089,2.09754765024e-05,2.09754765024e-05,2.09754765024e-05,2.09754765024e-05,659894269583987152774221214557513665,254503896250663026860219601000097644286,68933741.36238897,1157.50697069,35058831.559686,8,6,
1193,1632070800,6009917398089,2.10056348706e-05,2.10620506485e-05,2.10056348706e-05,2.10568861573e-05,659990946095688102368105609932792749,254507547577638283269767516142919544745,68933741.36238897,1157.50697069,35058831.559686,8,6,
1194,1632074400,6009917398089,2.10565157536e-05,2.10565157536e-05,2.10055918158e-05,2.10079628202e-05,659992873784988436859421582638971613,254534775099917107209622065360837540602,68933741.36238897,1157.50697069,35058831.559686,8,6,
1195,1632078000,6009917398089,2.10269885122e-05,2.11252870788e-05,2.10269885122e-05,2.11252870788e-05,660082818898056687555665079021138830,254534775099917107209622065360837540602,68933741.36238897,1157.50697069,35058831.559686,8,6,
1196,1632081600,6009917398089,2.1087829798e-05,2.1087829798e-05,2.10778091364e-05,2.10778091364e-05,660126388096100727709211486746117867,254556988326764369810574375842469768023,68933741.36238897,1157.50697069,35058831.559686,8,6,
1197,1632085200,5956934709444,2.10778091364e-05,2.10778091364e-05,2.10778091364e-05,2.10778091364e-05,660126388096100727709211486746117867,254559850986877929449322757168867100472,68933741.36238897,1157.50697069,35058831.559686,8,6,
1198,1632088800,6009733677238,2.11032056569e-05,2.12537178017e-05,2.11032056569e-05,2.12537178017e-05,660313146606584757553466953284071167,254588516362502194673589385431164821685,68933741.36238897,1157.50697069,35058831.559686,8,6,
1199,1632092400,5956934709444,2.12191928869e-05,2.12191928869e-05,2.11715872485e-05,2.11715872485e-05,660382960144342146129932570543030135,254606577508322912687941833170788802048,68933741.36238897,1157.50697069,35058831.559686,8,6,
1200,1632096000,6009733677238,2.11720205276e-05,2.13140876585e-05,2.11720205276e-05,2.13140876585e-05,660512740207427885970953626440941161,254631554041824342163681972993431816830,68933741.36238897,1157.50697069,35058831.559686,8,6,
1201,1632099600,6009733677238,2.12616419071e-05,2.12616419071e-05,2.12144592705e-05,2.12144592705e-05,660541247620979766087616333214301219,254658890869530304855189150206880291864,68933741.36238897,1157.50697069,35058831.559686,8,6,
1202,1632103200,5978712965607,2.12237531762e-05,2.17278358639e-05,2.12237531762e-05,2.17278358639e-05,661139894656301505869395357474493295,254726020464221391527178194782246374619,68933741.36238897,1157.50697069,35058831.559686,8,6,
1203,1632106800,5614638800466,2.18392743315e-05,2.21365827892e-05,2.18392743315e-05,2.19519890285e-05,661819117614906996742714896636538305,254896834698363486517533140848109652539,68933741.36238897,1157.50697069,35058831.559686,8,6,
1204,1632110400,5608857026272,2.19598474844e-05,2.20101115007e-05,2.19388479551e-05,2.19388479551e-05,661885676747443766884812589293688640,254922578996306741705243726682957953820,68933741.36238897,1157.50697069,35058831.559686,8,6,
1205,1632114000,5589053409250,2.19388479551e-05,2.19388479551e-05,2.18759518417e-05,2.18759518417e-05,661885676747443766884812589293688640,254961518785187678389775951724255801128,68933741.36238897,1157.50697069,35058831.559686,8,6,
1206,1632117600,5589053409250,2.18943196121e-05,2.19631908717e-05,2.18943196121e-05,2.19631908717e-05,661950279489372187483858517328796927,254963656023575577862979651553706162878,68933741.36238897,1157.50697069,35058831.559686,8,6,
1207,1632121200,5497427687678,2.19585007326e-05,2.24578932824e-05,2.18783554872e-05,2.23247727791e-05,662727934229975750652244104811639916,255124943502674966014184832492735826345,68933741.36238897,1157.50697069,35058831.559686,8,6,
1208,1632124800,5618234053681,2.22597264382e-05,2.227002215e-05,2.22136963469e-05,2.22136963469e-05,662744533124559552553374744931757923,255156582896094604728845134076782679248,68933741.36238897,1157.50697069,35058831.559686,8,6,
1209,1632128400,5566017675312,2.22136963469e-05,2.22539874145e-05,2.21463383895e-05,2.22539874145e-05,662835524560612281810279986253250104,255217086448028328816136417915386471085,68933741.36238897,1157.50697069,35058831.559686,8,6,
1210,1632132000,5505620196699,2.23118975004e-05,2.24428481875e-05,2.21748539563e-05,2.24239933562e-05,663272228484366470640685534844711342,255318762761606940525985411826682275451,68933741.36238897,1157.50697069,35058831.559686,8,6,
1211,1632135600,4359908240370,2.24729029084e-05,2.30309299346e-05,2.24729029084e-05,2.29817233435e-05,664127948343106096388895168994680400,255430488555028707126515704533099356367,68933741.36238897,1157.50697069,35058831.559686,8,6,
1212,1632139200,4359106173642,2.29684150351e-05,2.36195032922e-05,2.28434692636e-05,2.31007151276e-05,664970679467146699071014215594407712,255736427761091038970359694818863315384,68933741.36238897,1157.50697069,35058831.559686,8,6,
1213,1632142800,4385118636291,2.3043753102e-05,2.3135216516e-05,2.27359479374e-05,2.27359479374e-05,665155811143130157076911090826412535,255988177993574664290721388951903185437,68933741.36238897,1157.50697069,35058831.559686,8,6,
1214,1632146400,4363723382218,2.27749923756e-05,2.28405473159e-05,2.27347620488e-05,2.28405473159e-05,665262222126455933475951141710723575,256008346685159506918422508233832426952,68933741.36238897,1157.50697069,35058831.559686,8,6,
1215,1632150000,4363723382218,2.28410932796e-05,2.29164157337e-05,2.27517548258e-05,2.28395921978e-05,665433111362528341357327426296495959,256085606587191607653006450474656001339,68933741.36238897,1157.50697069,35058831.559686,8,6,
